University                                 ,Department      ,Instructor             ,Overall Rating,Number of Ratings,Date      ,Rating ,Overall Quality,               ,Level of Difficulty,                   ,Course       ,Course Name,Is Software Engineering,For Credit?    ,Attendance               ,Textbook used     ,Would take again     ,Grade Received                ,Tags                                                                    ,Comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Others found it useful                                                                                                                                                                                                                                                                                                                                          ,
University of Toronto                      ,Computer Science,Eric Yu                ,4             ,4                ,07/22/2012,GOOD   ,4              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INF1342      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Tough course. Good prof. 1341 is useful for everyone. Only take 1342 if you want to go into requirements analysis. Be prepared to work for any of his courses. There are often group issues in projects, as coordinating schedules can become challenging.."                                                                                                                                                                                                                                                       ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Toronto                      ,Computer Science,Eric Yu                ,4             ,4                ,03/29/2011,GOOD   ,4              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INF1341      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Tough course. Good Prof. Take the course if you you really want to learn, not get an easy grade."                                                                                                                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Toronto                      ,Computer Science,Eric Yu                ,4             ,4                ,03/29/2011,AWESOME,4.5            ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,INF1341      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Lot of studying but very useful course. Very good instructor. If you really want to learn the subject, take this course."                                                                                                                                                                                                                                                                                                                                                                                          ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Toronto                      ,Computer Science,Eric Yu                ,4             ,4                ,12/16/2010,GOOD   ,3.5            ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,INF1341      ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,Grade Received: N/A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,04/28/2019,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A+            ,AMAZING LECTURES-TEST HEAVY-LOTS OF HOMEWORK                            ,"Karim is a great prof; the lectures are well delivered and the notes are very clear so I didn't actually end up using the textbook at all for this course as a result. The exams, while difficult to complete within the allowed time, are still quite doable as long as you know what you're doing."                                                                                                                                                                                                              ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,04/24/2018,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: A             ,RESPECTED-GET READY TO READ-GIVES GOOD FEEDBACK                         ,Easy course. Good Prof                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,3 people found this useful 34 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,04/18/2018,AVERAGE,3              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: Yes,Would Take Again: No ,Grade Received: N/A           ,TOUGH GRADER-SKIP CLASS? YOU WON'T PASS.                                ,If you want to contemplate weekly the thought of jumping off a bridge then this is the class for YOU! There is a reason why this shrunk to half its size.                                                                                                                                                                                                                                                                                                                                                           ,12 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                   ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,04/15/2018,AVERAGE,3              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: WD            ,LOTS OF HOMEWORK-PARTICIPATION MATTERS-TOUGH GRADER                     ,"Cool class, but very difficult. Don't take with 201, 204,291 at same time, as each have overlapping assignments(suggest 201 before 229!)Karim's decent prof but goes relatively quick through topics as there is a lot to cover. Leaving you to review topics on your own. meh notes Time consuming labs, fair midterms. Overall very time consuming class"                                                                                                                                                        ,5 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,04/10/2018,GOOD   ,4              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: Not sure yet  ,ACCESSIBLE OUTSIDE CLASS-TOUGH GRADER-CARING                            ,Definitely a good prof. The problem is that labs are too hard and are marked strictly. Exams are really hard and have too much content. I was not able to finish midterms in 50 minutes and I got really really bad scores. 229 is definitely the most difficult one in all 200-level CMPUT courses.                                                                                                                                                                                                                ,5 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Karim Ali              ,3.8           ,6                ,02/10/2018,AVERAGE,3              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CMPUT229     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: Yes,Would Take Again: No ,Grade Received: N/A           ,TOUGH GRADER-PARTICIPATION MATTERS                                      ,The lecture and course materials are definitely doable. The things to note is that quizzes/labs are graded quite hard. Forgot to include the license header once and I got a 0 for style. Quizzes sometimes dock more mark for wrong answers and has an all or nothing marking.                                                                                                                                                                                                                                     ,4 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,07/11/2019,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT404     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GIVES GOOD FEEDBACK-INSPIRATIONAL-RESPECTED                             ,"Easily the best professor in the Computer Science faculty. You can tell he genuinely cares about his students and he tries to make class as fun and engaging as possible. The projects take a bit of time, but they were designed well so that they improve your web dev skills a lot"                                                                                                                                                                                                                             ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,01/09/2019,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,GROUP PROJECTS-PARTICIPATION MATTERS                                    ,"Great professor, wish I had him for some of the introductory software courses. His course structure is brilliant. Make sure you attend class because he has almost daily quizzes which are free marks if you attend. Also for the project be very mindful of the rubric, not a lot of the marks are for the actual code."                                                                                                                                                                                          ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/22/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,                                                                        ,"While he claim he wont post soltuion for sample exam, you can found them easily by visiting the forum and see his feedback on others sample exam. He should get some TA to do the exam first, there are some obvious mistakes in the final exam. He also allow you to bring 4 page of double side sheet to final exam, so easy A if prepare well."                                                                                                                                                                 ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/17/2018,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS                                                          ,This professor gives a lot of materials(Both videos and text notes) for studying.                                                                                                                                                                                                                                                                                                                                                                                                                                   ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/12/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,PARTICIPATION MATTERS-GROUP PROJECTS-BEWARE OF POP QUIZZES              ,"Best prof I've ever had. Not sure where the last person was coming from as he gave practice midterms and finals as well as extensive notes, supplementary youtube videos and was very responsive to any questions asked on the forum or directly. Overall he cares a lot about his subject matter and really seems to want students to succeed. A++ prof."                                                                                                                                                         ,6 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,05/23/2017,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CMPUT410     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A+            ,CARING-AMAZING LECTURES-RESPECTED                                       ,Easiest professor in the department. GPA booster. 100% recommended!                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,3 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,04/01/2017,AWESOME,5              ,OVERALL QUALITY,5                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: B             ,RESPECTED-GROUP PROJECTS-PARTICIPATION MATTERS                          ,I highly respect Prof Hindle. It seems to me that he really takes his job seriously and he really wants students to get the material he is delivering. He does a great job of teaching.                                                                                                                                                                                                                                                                                                                             ,2 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,02/15/2017,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A-            ,CARING-TOUGH GRADER-GROUP PROJECTS                                      ,"My best advice for people taking Hindle's 301 is to make sure you know a little bit of Android and Java before the term begins. This is a class that heavily favours students who have such previous knowledge and who also have a close, competent group of friends to work on the project in a buttery smooth manner. If else, the project is hell."                                                                                                                                                             ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/22/2016,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT404     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,GROUP PROJECTS-RESPECTED-CARING                                         ,"Most approachable, knowledgeable CS prof at UofA. Knows a little bit of everything with decent depth. Great, great guy, amazing lecturer. Quizzes are for participation only & he sees what class knows. Project is tough but amazing learning. Start early, get a good group. Labs could be improved. Range of grades is small: 86% B, 95% A, midterm matters"                                                                                                                                                    ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/18/2016,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,BEWARE OF POP QUIZZES-GROUP PROJECTS                                    ,"Great professor. He cares about the course and making sure everybody understands the material. Midterm and final are good and easy to prepare for with study sheets and practice problems. There's a project that you need to do in groups of 5, but as long as you follow the rubric and put time and effort into it it's an easy 40% of your total mark."                                                                                                                                                        ,0 people found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/16/2016,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,BEWARE OF POP QUIZZES-INSPIRATIONAL-GIVES GOOD FEEDBACK                 ,What a great guy. He clearly understands the course material and how to teach it. Midterm and final had clear requirements and closely followed the practice problems. A large portion of the course is a group project which is great for learning software engineering and team work.                                                                                                                                                                                                                             ,1 person found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/12/2016,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS-PARTICIPATION MATTERS-BEWARE OF POP QUIZZES              ,"I really enjoyed Hindle's teaching. Notes are straightforward, cheat sheets allowed in exams, and they follow the same format as practice. The course material itself is not difficult. The project takes up a lot of your time and effort. Although his face is serious at first, he will start to smile and be more approachable the more you talk to him"                                                                                                                                                       ,1 person found this useful 1 person did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/09/2016,POOR   ,2              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: No ,Grade Received: N/A           ,PARTICIPATION MATTERS-GROUP PROJECTS-BEWARE OF POP QUIZZES              ,Terrible. Project rubric is bad. He likes to make everyone participate. Unapproachable                                                                                                                                                                                                                                                                                                                                                                                                                              ,3 people found this useful 3 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/07/2016,GOOD   ,4              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,BEWARE OF POP QUIZZES-PARTICIPATION MATTERS-SKIP CLASS? YOU WON'T PASS. ,"Abram does his best to make his lectures exciting. He takes daily quizzes so you can not skip. My only complaint is his marking rubric is flawed for project. Only 15% of your marks is determined from program you write. Unit tests, documentation, UML diagram, ect takes the rest of grades. Don't bother refining program, just follow rubric."                                                                                                                                                               ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/16/2015,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,BEWARE OF POP QUIZZES-GIVES GOOD FEEDBACK-PARTICIPATION MATTERS         ,"Abram is a good lecturer and a fair tester/marker. The project pretty much killed me, but it pretty much does that to everyone. Keeps the lectures interesting by inserting jokes. Check out ""scruntscrunt"" while you are at it."                                                                                                                                                                                                                                                                                ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,03/07/2015,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT410     ,           ,                       ,For Credit: N/A,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: N/A,Grade Received: A+            ,                                                                        ,"Great course! Very crystal clear about discussing web based technologies. Introduced concepts of websockets, REST, HTTP basics, webmining, ajax, very clearly and succinctly. Work is reasonably challenging and informative."                                                                                                                                                                                                                                                                                     ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,12/14/2014,GOOD   ,4              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,301          ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,GROUP PROJECTS-GIVES GOOD FEEDBACK                                      ,Great prof. Learned a lot of very useful software development skills.                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,05/29/2014,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CMPUT410     ,           ,                       ,For Credit: N/A,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: N/A,Grade Received: A+            ,                                                                        ,"Very knowledgeable professor, always available for Q&A at the end of his lectures and during office hours. His assignments were interesting and taught you the latest in web development."                                                                                                                                                                                                                                                                                                                         ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,06/07/2013,AWESOME,5              ,OVERALL QUALITY,1                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: Yes,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,great professor =)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Abram Hindle           ,4.7           ,20               ,04/19/2013,AWESOME,5              ,OVERALL QUALITY,2                  ,LEVEL OF DIFFICULTY,CMPUT301     ,           ,                       ,For Credit: N/A,Attendance: N/A          ,Textbook Used: No ,Would Take Again: N/A,Grade Received: N/A           ,                                                                        ,"Abram is a great prof. He teaches practical development techniques that you can apply in the real world. He was always willing to help and prompt to reply emails. Course was a bit dry, but he encouraged attendance by having daily ""quizzes"" (not marked; for participation). Android development part was also great fun if you have a good team."                                                                                                                                                           ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Sarah Nadi             ,4.6           ,8                ,09/23/2019,GOOD   ,4              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CMPUT201     ,           ,                       ,For Credit: Yes,Attendance: Mandatory    ,Textbook Used: No ,Would Take Again: Yes,Grade Received: A             ,                                                                        ,"She's a really great prof that's very clear in her explanations, she also posts all the supplements, examples and drawings from lecture onto eclass. Which is super helpful for the labs and midterm. Labs and exams are fair. Only gripe is that the assignments felt unfairly difficult at times, but her and the TAs are super nice and helpful."                                                                                                                                                               ,0 people found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Sarah Nadi             ,4.6           ,8                ,06/08/2019,AWESOME,5              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CMPUT201     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: Yes,Would Take Again: Yes,Grade Received: N/A           ,AMAZING LECTURES-GIVES GOOD FEEDBACK-SKIP CLASS? YOU WON'T PASS.        ,great prof                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,1 person found this useful 0 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Sarah Nadi             ,4.6           ,8                ,05/06/2018,GOOD   ,4              ,OVERALL QUALITY,4                  ,LEVEL OF DIFFICULTY,CMPUT201     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: No ,Grade Received: A+            ,PARTICIPATION MATTERS-CLEAR GRADING CRITERIA-CARING                     ,"C itself is not a hard language, but it takes a while to get used to it. Sarah does a fairly good job at transitioning students from Python to C and Linux tools. Assignments are quite specific and it is easy to accidentally get a zero form missing files. Labs are doable and not difficult, and exams are very much like the lecture materials."                                                                                                                                                             ,1 person found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Sarah Nadi             ,4.6           ,8                ,05/06/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT201     ,           ,                       ,For Credit: Yes,Attendance: N/A          ,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,LOTS OF HOMEWORK-ACCESSIBLE OUTSIDE CLASS                               ,"Really good prof and makes course worthwhile and informative. However, assignments are kind of overkill for 200 level class (avg in 40/50s) with very specific requirements and numerous extraneous test cases. Very helpful outside of class and fair exams. Labs are manageable but a decent amount of work, weekly quizzes are easy but kind of annoying."                                                                                                                                                      ,2 people found this useful 2 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
University of Alberta                      ,Computer Science,Sarah Nadi             ,4.6           ,8                ,03/19/2018,AWESOME,5              ,OVERALL QUALITY,3                  ,LEVEL OF DIFFICULTY,CMPUT201     ,           ,                       ,For Credit: Yes,Attendance: Not Mandatory,Textbook Used: No ,Would Take Again: Yes,Grade Received: N/A           ,INSPIRATIONAL-GIVES GOOD FEEDBACK-AMAZING LECTURES                      ,"She is my favourite teachers !! Her lecture is very useful and clear. Midterm is fair, assignments is a little challenge. She pays attention to students. Definitely recommend!!"                                                                                                                                                                                                                                                                                                                                  ,2 people found this useful 5 people did not find this useful                                                                                                                                                                                                                                                                                                    ,report this rating
